id,t,d+1,d,L,eps,U
0,1,1.0,0.0,0.0,-0.5728576632403557,50.73663380251105
0,2,2.0,1.0,0.0,0.1546067587559046,50.53842515568524
0,3,2.0,2.0,1.0,1.8896213229366752,51.730462426515956
0,4,3.0,2.0,0.0,-0.6137506104232467,48.64278462665187
0,5,4.0,3.0,0.0,-0.19281914555249804,48.444929526262825
0,6,5.0,4.0,0.0,-0.48191553948458654,48.24712039091768
0,7,5.0,5.0,1.0,1.3322534629686418,48.88158290304059
0,8,6.0,5.0,0.0,0.17746123957954207,46.35152576138929
0,9,7.0,6.0,0.0,-0.36277233892537253,46.15372791999066
0,10,8.0,7.0,0.0,0.33420863977070947,45.95593117039982
0,11,8.0,8.0,1.0,0.744588127783574,46.00272278808087
0,12,9.0,8.0,0.0,-0.9754828014357764,44.06033803733494
0,13,10.0,9.0,0.0,-1.0696498819458724,43.862541475822184
0,14,11.0,10.0,0.0,-0.8059236994285287,43.66474491842087
0,15,12.0,11.0,0.0,-0.7262012803978051,43.46694836101956
0,16,13.0,12.0,0.0,-0.2623752674756142,43.26915180361826
0,17,14.0,13.0,0.0,-0.9809557797207674,43.07135524621695
0,18,15.0,14.0,0.0,0.3111025358711442,42.87355868881565
0,19,16.0,15.0,0.0,-2.4469854143148075,42.675762131414345
0,20,17.0,16.0,0.0,-0.37365272377448167,42.47796557401304
0,21,17.0,17.0,1.0,0.5822130967710215,42.36238211338276
0,22,17.0,17.0,1.0,1.2132809137318152,41.29565337294225
0,23,18.0,17.0,0.0,-1.0835942500290583,38.88457590180913
0,24,19.0,18.0,0.0,-0.16391251514031782,38.686779344407825
0,25,20.0,19.0,0.0,-0.779920268697541,38.48898278700652
0,26,20.0,20.0,1.0,0.8457243719678961,38.63691060157311
0,27,21.0,20.0,0.0,-0.258055038427621,36.59338967220391
0,28,21.0,21.0,1.0,1.6613913225526322,37.55698443735524
0,29,22.0,21.0,0.0,-1.038190559318341,34.697796557401304
0,30,23.0,22.0,0.0,-1.8805485958418016,1150.0
1,1,1.0,0.0,0.0,-0.2236456877501824,50.73663380251105
1,2,2.0,1.0,0.0,-1.4570938100585655,50.53842515568524
1,3,3.0,2.0,0.0,-0.2039766531444548,50.34053375222328
1,4,4.0,3.0,0.0,0.11641235733607468,50.14271602906211
1,5,4.0,4.0,1.0,2.1080860882779184,51.55301561454074
1,6,5.0,4.0,0.0,0.28761287679567843,48.24712039091768
1,7,6.0,5.0,0.0,-0.040335829431668066,48.04932133179788
1,8,6.0,6.0,1.0,1.579545803669881,48.93107156505917
1,9,7.0,6.0,0.0,-1.1317099956174395,46.15372791999066
1,10,8.0,7.0,0.0,-1.9844995316874,45.95593117039982
1,11,8.0,8.0,1.0,1.1877003987724595,46.44583505906975
1,12,9.0,8.0,0.0,0.12000259745034961,44.06033803733494
1,13,10.0,9.0,0.0,-0.374383866474768,43.862541475822184
1,14,11.0,10.0,0.0,-1.174980877938982,43.66474491842087
1,15,12.0,11.0,0.0,0.08812496588806279,43.46694836101956
1,16,12.0,12.0,1.0,0.5420176431329089,43.31116944675117
1,17,13.0,12.0,0.0,0.2759590909816811,41.57135524621695
1,18,14.0,13.0,0.0,-0.9043618990109575,41.37355868881565
1,19,15.0,14.0,0.0,-1.0193892805820908,41.175762131414345
1,20,16.0,15.0,0.0,-0.620694394928293,40.97796557401304
